,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,is_house_ad,channel_code,day_served
8740,a100006037,2018-01-28,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,6.0
8741,a100006038,2018-01-29,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,0.0
8742,a100006039,2018-01-29,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,0.0
8743,a100006040,2018-01-29,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
8744,a100006041,2018-01-29,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,0.0
8745,a100006042,2018-01-29,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,0.0
8746,a100006043,2018-01-29,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,0.0
8747,a100006044,2018-01-29,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,0.0
8748,a100006045,2018-01-30,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,1.0
8749,a100006046,2018-01-30,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,1.0
8750,a100006047,2018-01-30,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
8751,a100006048,2018-01-30,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,1.0
8752,a100006049,2018-01-30,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,1.0
8753,a100006050,2018-01-30,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,1.0
8754,a100006051,2018-01-30,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,1.0
8755,a100006052,2018-01-31,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,2.0
8756,a100006053,2018-01-31,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,2.0
8757,a100006054,2018-01-31,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,2.0
8758,a100006055,2018-01-31,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,2.0
8759,a100006056,2018-01-31,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
8760,a100006057,2018-01-31,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,2.0
8761,a100006058,2018-01-31,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,2.0
8762,a100006059,2018-01-01,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,0.0
8763,a100006060,2018-01-01,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,0.0
8764,a100006061,2018-01-01,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,0.0
8765,a100006062,2018-01-01,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,0.0
8766,a100006063,2018-01-01,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,0.0
8767,a100006064,2018-01-01,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,0.0
8768,a100006065,2018-01-01,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,0.0
8769,a100006066,2018-01-02,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,1.0
8770,a100006067,2018-01-02,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,1.0
8771,a100006068,2018-01-02,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,1.0
8772,a100006069,2018-01-02,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,1.0
8773,a100006070,2018-01-02,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,1.0
8774,a100006071,2018-01-02,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,1.0
8775,a100006072,2018-01-02,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,1.0
8776,a100006073,2018-01-03,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,2.0
8777,a100006074,2018-01-03,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,2.0
8778,a100006075,2018-01-03,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,2.0
8779,a100006076,2018-01-03,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,2.0
8780,a100006077,2018-01-03,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,2.0
8781,a100006078,2018-01-03,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,2.0
8782,a100006079,2018-01-03,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,2.0
8783,a100006080,2018-01-04,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,3.0
8784,a100006081,2018-01-04,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,3.0
8785,a100006082,2018-01-04,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,3.0
8786,a100006083,2018-01-04,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,3.0
8787,a100006084,2018-01-04,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,3.0
8788,a100006085,2018-01-04,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,3.0
8789,a100006086,2018-01-04,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,3.0
8790,a100006087,2018-01-05,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,4.0
8791,a100006088,2018-01-05,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,4.0
8792,a100006089,2018-01-05,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,4.0
8793,a100006090,2018-01-05,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,4.0
8794,a100006091,2018-01-05,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,4.0
8795,a100006092,2018-01-05,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,4.0
8796,a100006093,2018-01-05,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,4.0
8797,a100006094,2018-01-06,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,5.0
8798,a100006095,2018-01-06,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,5.0
8799,a100006096,2018-01-06,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,5.0
8800,a100006097,2018-01-06,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,5.0
8801,a100006098,2018-01-06,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,5.0
8802,a100006099,2018-01-06,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,5.0
8803,a100006100,2018-01-06,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,5.0
8804,a100006101,2018-01-07,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,6.0
8805,a100006102,2018-01-07,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,6.0
8806,a100006103,2018-01-07,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,6.0
8807,a100006104,2018-01-07,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,6.0
8808,a100006105,2018-01-07,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,6.0
8809,a100006106,2018-01-07,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,6.0
8810,a100006107,2018-01-08,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,0.0
8811,a100006108,2018-01-08,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,0.0
8812,a100006109,2018-01-08,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,0.0
8813,a100006110,2018-01-08,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,0.0
8814,a100006111,2018-01-08,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,0.0
8815,a100006112,2018-01-08,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,0.0
8816,a100006113,2018-01-08,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,0.0
8817,a100006114,2018-01-09,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,1.0
8818,a100006115,2018-01-09,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,1.0
8819,a100006116,2018-01-09,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,1.0
8820,a100006117,2018-01-09,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
8821,a100006118,2018-01-09,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,1.0
8822,a100006119,2018-01-09,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,1.0
8823,a100006120,2018-01-09,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,1.0
8824,a100006121,2018-01-10,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,2.0
8825,a100006122,2018-01-10,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,2.0
8826,a100006123,2018-01-10,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,2.0
8827,a100006124,2018-01-10,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,2.0
8828,a100006125,2018-01-10,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,2.0
8829,a100006126,2018-01-10,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
8830,a100006127,2018-01-10,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,2.0
8831,a100006128,2018-01-11,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,3.0
8832,a100006129,2018-01-11,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,3.0
8833,a100006130,2018-01-11,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,3.0
8834,a100006131,2018-01-11,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,3.0
8835,a100006132,2018-01-11,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,3.0
8836,a100006133,2018-01-11,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,3.0
8837,a100006134,2018-01-11,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,3.0
8838,a100006135,2018-01-12,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,4.0
8839,a100006136,2018-01-12,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,4.0
8840,a100006137,2018-01-12,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,4.0
8841,a100006138,2018-01-12,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,4.0
8842,a100006139,2018-01-12,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,4.0
8843,a100006140,2018-01-12,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,4.0
8844,a100006141,2018-01-12,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,4.0
8845,a100006142,2018-01-13,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,5.0
8846,a100006143,2018-01-13,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,5.0
8847,a100006144,2018-01-13,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,5.0
8848,a100006145,2018-01-13,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,5.0
8849,a100006146,2018-01-13,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,5.0
8850,a100006147,2018-01-13,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,5.0
8851,a100006148,2018-01-13,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,5.0
8852,a100006149,2018-01-14,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,6.0
8853,a100006150,2018-01-14,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,6.0
8854,a100006151,2018-01-14,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,6.0
8855,a100006152,2018-01-14,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,6.0
8856,a100006153,2018-01-14,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,6.0
8857,a100006154,2018-01-14,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,6.0
8858,a100006155,2018-01-14,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,6.0
8859,a100006156,2018-01-15,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,0.0
8860,a100006157,2018-01-15,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,0.0
8861,a100006158,2018-01-15,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,0.0
8862,a100006159,2018-01-15,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
8863,a100006160,2018-01-15,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,0.0
8864,a100006161,2018-01-15,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,0.0
8865,a100006162,2018-01-15,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,0.0
8866,a100006163,2018-01-16,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,1.0
8867,a100006164,2018-01-16,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,1.0
8868,a100006165,2018-01-16,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,1.0
8869,a100006166,2018-01-16,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
8870,a100006167,2018-01-16,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,1.0
8871,a100006168,2018-01-16,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,1.0
8872,a100006169,2018-01-16,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,1.0
8873,a100006170,2018-01-17,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,2.0
8874,a100006171,2018-01-17,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,2.0
8875,a100006172,2018-01-17,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,2.0
8876,a100006173,2018-01-17,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,2.0
8877,a100006174,2018-01-17,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,2.0
8878,a100006175,2018-01-17,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
8879,a100006176,2018-01-17,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,2.0
8880,a100006177,2018-01-18,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,3.0
8881,a100006178,2018-01-18,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,3.0
8882,a100006179,2018-01-18,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,3.0
8883,a100006180,2018-01-18,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,3.0
8884,a100006181,2018-01-18,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,3.0
8885,a100006182,2018-01-18,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,3.0
8886,a100006183,2018-01-18,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,3.0
8887,a100006184,2018-01-19,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,4.0
8888,a100006185,2018-01-19,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,4.0
8889,a100006186,2018-01-19,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,4.0
8890,a100006187,2018-01-19,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,4.0
8891,a100006188,2018-01-19,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,4.0
8892,a100006189,2018-01-19,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,4.0
8893,a100006190,2018-01-19,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,4.0
8894,a100006191,2018-01-20,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,5.0
8895,a100006192,2018-01-20,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,5.0
8896,a100006193,2018-01-20,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,5.0
8897,a100006194,2018-01-20,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,5.0
8898,a100006195,2018-01-20,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,5.0
8899,a100006196,2018-01-20,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,5.0
8900,a100006197,2018-01-20,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,5.0
8901,a100006198,2018-01-21,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,6.0
8902,a100006199,2018-01-21,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,6.0
8903,a100006200,2018-01-21,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,6.0
8904,a100006201,2018-01-26,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,4.0
8905,a100006202,2018-01-26,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,4.0
8906,a100006203,2018-01-27,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,5.0
8907,a100006204,2018-01-27,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,5.0
8908,a100006205,2018-01-27,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,5.0
8909,a100006206,2018-01-27,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,5.0
8910,a100006207,2018-01-27,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,5.0
8911,a100006208,2018-01-27,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,5.0
8912,a100006209,2018-01-27,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,5.0
8913,a100006210,2018-01-28,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,6.0
8914,a100006211,2018-01-28,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,6.0
8915,a100006212,2018-01-28,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,6.0
8916,a100006213,2018-01-28,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,6.0
8917,a100006214,2018-01-28,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,6.0
8918,a100006215,2018-01-28,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,6.0
8919,a100006216,2018-01-28,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,6.0
8920,a100006217,2018-01-29,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,0.0
8921,a100006218,2018-01-29,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,0.0
8922,a100006219,2018-01-29,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,0.0
8923,a100006220,2018-01-29,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,0.0
8924,a100006221,2018-01-29,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,0.0
8925,a100006222,2018-01-29,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,0.0
8926,a100006223,2018-01-29,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,0.0
8927,a100006224,2018-01-30,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,1.0
8928,a100006225,2018-01-30,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,1.0
8929,a100006226,2018-01-30,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,1.0
8930,a100006227,2018-01-30,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,1.0
8931,a100006228,2018-01-30,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,1.0
8932,a100006229,2018-01-30,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
8933,a100006230,2018-01-30,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,1.0
8934,a100006231,2018-01-31,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
8935,a100006232,2018-01-31,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,2.0
8936,a100006233,2018-01-31,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,2.0
8937,a100006234,2018-01-31,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,2.0
8938,a100006235,2018-01-31,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,2.0
8939,a100006236,2018-01-31,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,2.0
8940,a100006237,2018-01-31,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,2.0
8941,a100006238,2018-01-01,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,0.0
8942,a100006239,2018-01-01,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,0.0
8943,a100006240,2018-01-01,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,0.0
8944,a100006241,2018-01-01,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,0.0
8945,a100006242,2018-01-01,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,0.0
8946,a100006243,2018-01-01,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
8947,a100006244,2018-01-01,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,0.0
8948,a100006245,2018-01-02,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,1.0
8949,a100006246,2018-01-02,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,1.0
8950,a100006247,2018-01-02,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,1.0
8951,a100006248,2018-01-02,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,1.0
8952,a100006249,2018-01-02,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,1.0
8953,a100006250,2018-01-02,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
8954,a100006251,2018-01-02,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,1.0
8955,a100006252,2018-01-03,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
8956,a100006253,2018-01-03,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,2.0
8957,a100006254,2018-01-03,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,2.0
8958,a100006255,2018-01-03,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,2.0
8959,a100006256,2018-01-03,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,2.0
8960,a100006257,2018-01-03,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,2.0
8961,a100006258,2018-01-03,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,2.0
8962,a100006259,2018-01-04,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,3.0
8963,a100006260,2018-01-04,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,3.0
8964,a100006261,2018-01-04,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,3.0
8965,a100006262,2018-01-04,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,3.0
8966,a100006263,2018-01-04,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,3.0
8967,a100006264,2018-01-04,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,3.0
8968,a100006265,2018-01-04,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,3.0
8969,a100006266,2018-01-05,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,4.0
8970,a100006267,2018-01-05,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,4.0
8971,a100006268,2018-01-05,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,4.0
8972,a100006269,2018-01-05,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,4.0
8973,a100006270,2018-01-05,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,4.0
8974,a100006271,2018-01-05,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,4.0
8975,a100006272,2018-01-05,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,4.0
8976,a100006273,2018-01-06,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,5.0
8977,a100006274,2018-01-06,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,5.0
8978,a100006275,2018-01-06,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,5.0
8979,a100006276,2018-01-06,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,5.0
8980,a100006277,2018-01-06,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,5.0
8981,a100006278,2018-01-06,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,5.0
8982,a100006279,2018-01-06,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,5.0
8983,a100006280,2018-01-07,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,6.0
8984,a100006281,2018-01-07,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,6.0
8985,a100006282,2018-01-07,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,6.0
8986,a100006283,2018-01-07,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,6.0
8987,a100006284,2018-01-07,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,6.0
8988,a100006285,2018-01-07,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,6.0
8989,a100006286,2018-01-08,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,0.0
8990,a100006287,2018-01-08,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,0.0
8991,a100006288,2018-01-08,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,0.0
8992,a100006289,2018-01-08,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,0.0
8993,a100006290,2018-01-08,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,0.0
8994,a100006291,2018-01-08,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,0.0
8995,a100006292,2018-01-08,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
8996,a100006293,2018-01-09,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,1.0
8997,a100006294,2018-01-09,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,1.0
8998,a100006295,2018-01-09,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,1.0
8999,a100006296,2018-01-09,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,1.0
9000,a100006297,2018-01-09,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,1.0
9001,a100006298,2018-01-09,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,1.0
9002,a100006299,2018-01-09,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,1.0
9003,a100006300,2018-01-10,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,2.0
9004,a100006301,2018-01-10,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,2.0
9005,a100006302,2018-01-10,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,2.0
9006,a100006303,2018-01-10,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,2.0
9007,a100006304,2018-01-10,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,2.0
9008,a100006305,2018-01-10,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,2.0
9009,a100006306,2018-01-10,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,2.0
9010,a100006307,2018-01-11,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,3.0
9011,a100006308,2018-01-11,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,3.0
9012,a100006309,2018-01-11,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,3.0
9013,a100006310,2018-01-11,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,3.0
9014,a100006311,2018-01-11,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,3.0
